           1           1  0.99999999999999889     
           1           2  0.21447601423931298     
           1           3  0.18381686689970192     
           1           4  -6.6078734281202478E-017
           1           5  -2.0287346474581427E-016
           1           6  -4.2770420451837543E-016
           1           7  -1.0059871501360423E-016
           1           8  -3.9687712406160299E-016
           1           9   2.9761010821548195E-016
           1          10   6.3607779211567513E-017
           1          11  -3.1538102197277716E-016
           1          12  -4.2825985813177425E-017
           1          13   3.3348703572938510E-016
           1          14  -4.5457886586885987E-016
           1          15   8.3439738860006177E-002
           1          16   7.4353444627342960E-002
           1          17   2.5436568812636090E-016
           1          18  -4.0533656948382092E-016
           1          19 -0.18041649942964172     
           1          20   6.3385197836546961E-002
           1          21   6.9272018293252149E-002
           1          22 -0.13306250081728715     
           1          23  -2.3329411661624400E-016
           1          24   3.4412302529720822E-002
           2           1  0.21447601423931298     
           2           2  0.99999999999999734     
           2           3  0.79210940199359303     
           2           4  -3.1712913545201005E-016
           2           5  -3.7721649236960729E-017
           2           6  -1.9899446673798948E-015
           2           7  -2.8362728832220796E-016
           2           8  -1.4252340689049803E-016
           2           9   4.4408920985006262E-016
           2          10   2.9422543632862960E-017
           2          11  -2.8089966049198449E-017
           2          12  -2.2030988144905450E-016
           2          13   9.8835870043778584E-016
           2          14  -3.7209818559702512E-016
           2          15  0.44017965308826612     
           2          16  0.40132194549938960     
           2          17   3.6784269207001952E-016
           2          18  -1.2583388385027941E-016
           2          19 -0.57679312412951278     
           2          20  0.35927685328673437     
           2          21  0.37651913023790978     
           2          22 -0.49728328018444090     
           2          23  -1.3621818549020921E-016
           2          24  0.12860620066187461     
           3           1  0.18381686689970192     
           3           2  0.79210940199359303     
           3           3  0.99999999999999933     
           3           4  -9.6334751157126086E-016
           3           5   1.9827395548184338E-016
           3           6  -1.2579184655719944E-015
           3           7  -8.7998591703428164E-016
           3           8   1.5064638039511208E-016
           3           9   2.1234912699757968E-015
           3          10   1.4182698701721666E-016
           3          11   7.8151055979549496E-017
           3          12  -1.0449540538415292E-015
           3          13  -6.1420053071303826E-017
           3          14   1.9358429789728682E-016
           3          15  0.61601083158170900     
           3          16  0.71477028829561429     
           3          17  -7.8013767321194472E-016
           3          18   6.9523729952263377E-017
           3          19 -0.40337964902792040     
           3          20  0.55068180265844002     
           3          21  0.67908418375328550     
           3          22 -0.38879771287522796     
           3          23   7.2470114728403228E-017
           3          24  0.10054992530688678     
           4           1  -6.6078734281202478E-017
           4           2  -3.1712913545201005E-016
           4           3  -9.6334751157126086E-016
           4           4   1.0000000000000024     
           4           5  -4.5510058804453898E-016
           4           6   3.2504381131115423E-016
           4           7  0.50127148324600146     
           4           8  -7.3054898407398635E-016
           4           9   5.2442859083123849E-016
           4          10  -8.9451932992337509E-017
           4          11   8.1060074268446848E-017
           4          12   3.4781205693334982E-016
           4          13  -7.0082828429463007E-016
           4          14   1.2403272853234171E-016
           4          15  -4.7347108872441979E-016
           4          16  -3.4633483147333832E-017
           4          17  0.32584735955570765     
